Account;OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;IsInStore;IsB2B;IsCallCenter;IsCertifiedMarketplace;IsCertifiedSeller;IsB2C;ExternalMarketplaceName;InternalMarketplaceAccount;MarketplaceOrderId;InternalCertifiedSellerAccount;SellerOrderId;Type
bathbodygt;1076030514129-01;506779;invoiced;GTQ;292;292;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078271875568-01;509633;invoiced;GTQ;366;366;2020-11-22;2020-11-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076030480432-01;506775;invoiced;GTQ;352;352;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076030770411-01;506787;invoiced;GTQ;946;946;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078202396957-01;509595;invoiced;GTQ;357;357;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076042569591-01;506821;invoiced;GTQ;532;532;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078231629500-01;509617;invoiced;GTQ;292;292;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076030924134-01;506791;invoiced;GTQ;342;342;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078222726256-01;509613;invoiced;GTQ;793;793;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078262102858-01;509627;invoiced;GTQ;446;446;2020-11-22;2020-11-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076031125160-01;506793;invoiced;GTQ;327;327;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078261657317-01;509631;invoiced;GTQ;478;478;2020-11-22;2020-11-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076031202763-01;506795;invoiced;GTQ;542;542;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078251378389-01;509623;invoiced;GTQ;371;371;2020-11-22;2020-11-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076031381561-01;506797;invoiced;GTQ;542;542;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078250751494-01;509621;invoiced;GTQ;118;118;2020-11-22;2020-11-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076030687720-01;506785;invoiced;GTQ;1598;1598;2020-11-12;2020-11-12;False;True;False;False;False;False;;;;;;B2B / Other Channels
bathbodygt;1078051926722-01;509551;invoiced;GTQ;211;211;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076030878215-01;506789;invoiced;GTQ;190;190;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078040775573-01;509543;invoiced;GTQ;204;204;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076292766731-01;507585;invoiced;GTQ;322;322;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076282558266-01;507557;invoiced;GTQ;200;200;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078050396335-01;509553;invoiced;GTQ;901;901;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076301318636-01;507611;invoiced;GTQ;342;342;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078033551175-01;509535;invoiced;GTQ;478;478;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076330232158-01;507645;invoiced;GTQ;342;342;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078050616037-01;509555;invoiced;GTQ;116;116;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076361062394-01;507685;invoiced;GTQ;271;271;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078182104901-01;509571;invoiced;GTQ;125;125;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078141066540-01;509559;invoiced;GTQ;696;696;2020-11-21;2020-11-21;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076371802938-01;507691;invoiced;GTQ;532;532;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078630864420-01;509851;invoiced;GTQ;637;637;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076361861348-01;507677;invoiced;GTQ;312;312;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078630208142-01;509839;invoiced;GTQ;178;178;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076382078948-01;507711;invoiced;GTQ;594;594;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076370766238-01;507699;invoiced;GTQ;205;205;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078630470709-01;509847;invoiced;GTQ;185;185;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078650243742-01;509887;invoiced;GTQ;1388;1388;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076351322071-01;507675;invoiced;GTQ;322;322;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076033087222-01;506737;invoiced;GTQ;510;510;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078652074590-01;509877;invoiced;GTQ;173;173;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076070305974-01;507049;invoiced;GTQ;190;190;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078651115724-01;509909;invoiced;GTQ;457;457;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078651485335-01;509913;invoiced;GTQ;479;479;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
