OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;
1080412838639-01;539598;invoiced;USD;20.83;20,83;01/12/2020;01/12/2020;20.83
1080413528832-01;539620;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080410175698-01;539628;invoiced;USD;46.58;46,58;01/12/2020;01/12/2020;46.58
1080410402034-01;539632;invoiced;USD;17.52;17,52;01/12/2020;01/12/2020;17.52
1080410834883-01;539652;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080410733541-01;539648;invoiced;USD;23.04;23,04;01/12/2020;01/12/2020;23.04
1080410004127-01;539624;invoiced;USD;47.59;47,59;01/12/2020;01/12/2020;47.59
1080400804488-01;539510;invoiced;USD;40.33;40,33;01/12/2020;01/12/2020;40.33
1080401030084-01;539522;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080410026948-01;539626;invoiced;USD;46.69;46,69;01/12/2020;01/12/2020;46.69
1080400955881-01;539518;invoiced;USD;48.52;48,52;01/12/2020;01/12/2020;48.52
1080400151884-01;539484;invoiced;USD;91.19;91,19;01/12/2020;01/12/2020;91.19
1080400200163-01;539492;invoiced;USD;29.29;29,29;01/12/2020;01/12/2020;29.29
1080412659492-01;539590;handling;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080401601437-01;539542;handling;USD;26.4;26,4;01/12/2020;01/12/2020;26.4
1080420122751-01;539812;handling;USD;91.19;91,19;01/12/2020;01/12/2020;91.19
1080432071017-01;539907;handling;USD;55.81;55,81;01/12/2020;01/12/2020;55.81
1080453254295-01;540230;handling;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080453091300-01;540220;handling;USD;44.54;44,54;01/12/2020;01/12/2020;44.54
1080802276426-01;540310;invoiced;USD;153.81;153,81;02/12/2020;02/12/2020;#N/D
1080802115521-01;540308;invoiced;USD;81.05;81,05;02/12/2020;02/12/2020;#N/D
1080843123660-01;540316;invoiced;USD;79.43;79,43;02/12/2020;02/12/2020;#N/D
1080833507749-01;540314;invoiced;USD;361.92;361,92;02/12/2020;02/12/2020;#N/D
1080660184127-01;540288;invoiced;USD;45.31;45,31;02/12/2020;02/12/2020;45.31
1080683013794-01;540292;invoiced;USD;144.71;144,71;02/12/2020;02/12/2020;144.71
1080680034845-01;540294;invoiced;USD;102.44;102,44;02/12/2020;02/12/2020;102.44
1080770136949-01;540306;invoiced;USD;27.54;27,54;02/12/2020;02/12/2020;#N/D
1080770127393-01;540304;invoiced;USD;88;88;02/12/2020;02/12/2020;#N/D
1080852270545-01;540322;invoiced;USD;61.32;61,32;02/12/2020;02/12/2020;#N/D
1080671165851-01;540290;invoiced;USD;88.11;88,11;02/12/2020;02/12/2020;88.11
1080800394173-01;540312;invoiced;USD;56.44;56,44;02/12/2020;02/12/2020;#N/D
1081020937016-01;540340;invoiced;USD;36.14;36,14;03/12/2020;03/12/2020;#N/D
1081033216795-01;540342;invoiced;USD;64.98;64,98;03/12/2020;03/12/2020;#N/D
1081070940114-01;540356;invoiced;USD;56.95;56,95;03/12/2020;03/12/2020;#N/D
1081052153431-01;540354;invoiced;USD;53.26;53,26;03/12/2020;03/12/2020;#N/D
1081040647118-01;540350;invoiced;USD;103.55;103,55;03/12/2020;03/12/2020;#N/D
1081071489616-01;540358;invoiced;USD;92.91;92,91;03/12/2020;03/12/2020;#N/D
1081122907792-01;540384;invoiced;USD;49.47;49,47;03/12/2020;03/12/2020;#N/D
1081080106075-01;540364;invoiced;USD;167.29;167,29;03/12/2020;03/12/2020;#N/D
1081090417475-01;540368;invoiced;USD;29.68;29,68;03/12/2020;03/12/2020;#N/D
1081110192421-01;540382;invoiced;USD;32.89;32,89;03/12/2020;03/12/2020;#N/D
1081100367521-01;540378;invoiced;USD;74.09;74,09;03/12/2020;03/12/2020;#N/D
1080902820286-01;540326;invoiced;USD;24.32;24,32;03/12/2020;03/12/2020;#N/D
1081041084830-01;540352;invoiced;USD;40.38;40,38;03/12/2020;03/12/2020;#N/D
1081082660258-01;540362;invoiced;USD;83.71;83,71;03/12/2020;03/12/2020;#N/D
1081080228395-01;540366;invoiced;USD;95.06;95,06;03/12/2020;03/12/2020;#N/D
1081071632083-01;540360;invoiced;USD;120.14;120,14;03/12/2020;03/12/2020;#N/D
1081012699096-01;540334;invoiced;USD;91.21;91,21;03/12/2020;03/12/2020;#N/D
1081020436333-01;540338;invoiced;USD;34.49;34,49;03/12/2020;03/12/2020;#N/D
1081013349970-01;540336;invoiced;USD;58.04;58,04;03/12/2020;03/12/2020;#N/D
1081090747973-01;540370;invoiced;USD;58.04;58,04;03/12/2020;03/12/2020;#N/D
1081090897619-01;540374;invoiced;USD;40.92;40,92;03/12/2020;03/12/2020;#N/D
1081101738905-01;540380;invoiced;USD;22.19;22,19;03/12/2020;03/12/2020;#N/D
1081341055040-01;540436;handling;USD;32.89;32,89;04/12/2020;04/12/2020;#N/D
1081352484045-01;540438;handling;USD;54.94;54,94;04/12/2020;04/12/2020;#N/D
1081131663031-01;540394;invoiced;USD;75.7;75,7;04/12/2020;04/12/2020;#N/D
1081141218191-01;540400;invoiced;USD;32.89;32,89;04/12/2020;04/12/2020;#N/D
1081142806647-01;540398;invoiced;USD;49.47;49,47;04/12/2020;04/12/2020;#N/D
1081281815574-01;540410;invoiced;USD;68.74;68,74;04/12/2020;04/12/2020;#N/D
1081261311974-01;540406;invoiced;USD;58.04;58,04;04/12/2020;04/12/2020;#N/D
1081272811934-01;540408;invoiced;USD;45.77;45,77;04/12/2020;04/12/2020;#N/D
1081363222676-01;540444;invoiced;USD;104.58;104,58;04/12/2020;04/12/2020;#N/D
1081132338079-01;540386;invoiced;USD;36.14;36,14;04/12/2020;04/12/2020;#N/D
1081300087598-01;540422;invoiced;USD;31.81;31,81;04/12/2020;04/12/2020;#N/D
1081302481544-01;540418;invoiced;USD;58.04;58,04;04/12/2020;04/12/2020;#N/D
1081302839207-01;540420;invoiced;USD;43.06;43,06;04/12/2020;04/12/2020;#N/D
1081322529031-01;540424;invoiced;USD;46.26;46,26;04/12/2020;04/12/2020;#N/D
1081281208479-01;540414;invoiced;USD;155.48;155,48;04/12/2020;04/12/2020;#N/D
1081322637586-01;540428;invoiced;USD;111;111;04/12/2020;04/12/2020;#N/D
1081322930588-01;540430;invoiced;USD;24.32;24,32;04/12/2020;04/12/2020;#N/D
1081131479880-01;540392;invoiced;USD;58.04;58,04;04/12/2020;04/12/2020;#N/D
1081131078319-01;540390;invoiced;USD;83.72;83,72;04/12/2020;04/12/2020;#N/D
1081181593940-01;540404;invoiced;USD;80.5;80,5;04/12/2020;04/12/2020;#N/D
1081351539001-01;540442;invoiced;USD;19.52;19,52;04/12/2020;04/12/2020;#N/D
1081363287858-01;540446;invoiced;USD;51.62;51,62;04/12/2020;04/12/2020;#N/D
1081343212618-01;540434;invoiced;USD;18.98;18,98;04/12/2020;04/12/2020;#N/D
1081133333616-01;540388;invoiced;USD;67.12;67,12;04/12/2020;04/12/2020;#N/D
1081322598319-01;540426;invoiced;USD;58.04;58,04;04/12/2020;04/12/2020;#N/D
1081283017028-01;540412;invoiced;USD;76.76;76,76;04/12/2020;04/12/2020;#N/D
1081152495651-01;540402;invoiced;USD;58.04;58,04;04/12/2020;04/12/2020;#N/D
1081290509374-01;540416;invoiced;USD;86.93;86,93;04/12/2020;04/12/2020;#N/D
1081351210463-01;540440;invoiced;USD;142.65;142,65;04/12/2020;04/12/2020;#N/D
1081320822815-01;540432;invoiced;USD;168.24;168,24;04/12/2020;04/12/2020;#N/D
1081553342041-01;540493;invoiced;USD;49.47;49,47;05/12/2020;05/12/2020;#N/D
1081602737437-01;540527;invoiced;USD;64.46;64,46;05/12/2020;05/12/2020;#N/D
1081591310729-01;540523;invoiced;USD;40.92;40,92;05/12/2020;05/12/2020;#N/D
1081603189359-01;540531;invoiced;USD;115.93;115,93;05/12/2020;05/12/2020;#N/D
1081390261743-01;540452;invoiced;USD;89.7;89,7;05/12/2020;05/12/2020;#N/D
1081392245085-01;540450;invoiced;USD;150.65;150,65;05/12/2020;05/12/2020;#N/D
1081400550033-01;540462;invoiced;USD;32.92;32,92;05/12/2020;05/12/2020;#N/D
1081390622220-01;540454;invoiced;USD;58.04;58,04;05/12/2020;05/12/2020;#N/D
1081391172592-01;540458;invoiced;USD;32.89;32,89;05/12/2020;05/12/2020;#N/D
1081510995819-01;540475;invoiced;USD;21.12;21,12;05/12/2020;05/12/2020;#N/D
1081503245542-01;540468;invoiced;USD;47.45;47,45;05/12/2020;05/12/2020;#N/D
1081562720073-01;540499;invoiced;USD;61.22;61,22;05/12/2020;05/12/2020;#N/D
1081580858226-01;540515;invoiced;USD;97.63;97,63;05/12/2020;05/12/2020;#N/D
1081530523772-01;540489;invoiced;USD;122.34;122,34;05/12/2020;05/12/2020;#N/D
1081520855834-01;540481;invoiced;USD;51.62;51,62;05/12/2020;05/12/2020;#N/D
1081573430646-01;540509;invoiced;USD;70.33;70,33;05/12/2020;05/12/2020;#N/D
1081401255644-01;540464;invoiced;USD;24.32;24,32;05/12/2020;05/12/2020;#N/D
1081512201984-01;540473;invoiced;USD;52.8;52,8;05/12/2020;05/12/2020;#N/D
1081561352180-01;540505;invoiced;USD;36.14;36,14;05/12/2020;05/12/2020;#N/D
1081390945361-01;540456;invoiced;USD;31.82;31,82;05/12/2020;05/12/2020;#N/D
1081523532472-01;540477;invoiced;USD;120.08;120,08;05/12/2020;05/12/2020;#N/D
1081490223731-01;540466;invoiced;USD;48.52;48,52;05/12/2020;05/12/2020;#N/D
1081532998085-01;540483;invoiced;USD;43.59;43,59;05/12/2020;05/12/2020;#N/D
1081533221250-01;540487;invoiced;USD;63.93;63,93;05/12/2020;05/12/2020;#N/D
1081550452373-01;540495;invoiced;USD;60.16;60,16;05/12/2020;05/12/2020;#N/D
1081552192013-01;540491;invoiced;USD;32.89;32,89;05/12/2020;05/12/2020;#N/D
1081570032536-01;540511;invoiced;USD;61.78;61,78;05/12/2020;05/12/2020;#N/D
1081573375200-01;540507;invoiced;USD;53.21;53,21;05/12/2020;05/12/2020;#N/D
1081581769490-01;540517;invoiced;USD;32.89;32,89;05/12/2020;05/12/2020;#N/D
1081580686929-01;540513;invoiced;USD;114.73;114,73;05/12/2020;05/12/2020;#N/D
1081562434068-01;540497;invoiced;USD;49.47;49,47;05/12/2020;05/12/2020;#N/D
1081563030763-01;540503;invoiced;USD;141.5;141,5;05/12/2020;05/12/2020;#N/D
1081593022412-01;540519;invoiced;USD;32.89;32,89;05/12/2020;05/12/2020;#N/D
1081590560527-01;540521;invoiced;USD;82.11;82,11;05/12/2020;05/12/2020;#N/D
1081602866394-01;540529;invoiced;USD;32.89;32,89;05/12/2020;05/12/2020;#N/D
1081601924120-01;540525;invoiced;USD;68.74;68,74;05/12/2020;05/12/2020;#N/D
1081820659659-01;540603;invoiced;USD;61.78;61,78;06/12/2020;06/12/2020;#N/D
1081600079827-01;540533;invoiced;USD;75.7;75,7;06/12/2020;06/12/2020;#N/D
1081610382702-01;540535;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081623490690-01;540541;invoiced;USD;86.93;86,93;06/12/2020;06/12/2020;#N/D
1081611497251-01;540539;invoiced;USD;121.16;121,16;06/12/2020;06/12/2020;#N/D
1081652573085-01;540549;invoiced;USD;43.6;43,6;06/12/2020;06/12/2020;#N/D
1081680370849-01;540551;invoiced;USD;58.04;58,04;06/12/2020;06/12/2020;#N/D
1081711620283-01;540555;invoiced;USD;141.54;141,54;06/12/2020;06/12/2020;#N/D
1081773071552-01;540563;invoiced;USD;58.04;58,04;06/12/2020;06/12/2020;#N/D
1081763069653-01;540559;invoiced;USD;86.93;86,93;06/12/2020;06/12/2020;#N/D
1081790238625-01;540581;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081802163296-01;540585;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081821670210-01;540605;invoiced;USD;54.83;54,83;06/12/2020;06/12/2020;#N/D
1081830101875-01;540609;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081803394713-01;540589;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081842649877-01;540619;invoiced;USD;49.47;49,47;06/12/2020;06/12/2020;#N/D
1081822898874-01;540599;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081811697277-01;540593;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081823022025-01;540601;invoiced;USD;44.13;44,13;06/12/2020;06/12/2020;#N/D
1081811212837-01;540591;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081831662423-01;540615;handling;USD;49.47;49,47;06/12/2020;06/12/2020;#N/D
1081802034764-01;540583;invoiced;USD;43.06;43,06;06/12/2020;06/12/2020;#N/D
1081802856134-01;540587;invoiced;USD;33.96;33,96;06/12/2020;06/12/2020;#N/D
1081831492652-01;540613;invoiced;USD;112.97;112,97;06/12/2020;06/12/2020;#N/D
1081833420964-01;540607;invoiced;USD;126.52;126,52;06/12/2020;06/12/2020;#N/D
1081752825331-01;540557;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081773155297-01;540565;invoiced;USD;93.92;93,92;06/12/2020;06/12/2020;#N/D
1081772814792-01;540561;invoiced;USD;21.66;21,66;06/12/2020;06/12/2020;#N/D
1081783374332-01;540571;invoiced;USD;58.04;58,04;06/12/2020;06/12/2020;#N/D
1081781195103-01;540575;invoiced;USD;44.13;44,13;06/12/2020;06/12/2020;#N/D
1081831019586-01;540611;invoiced;USD;52.69;52,69;06/12/2020;06/12/2020;#N/D
1081782441034-01;540569;invoiced;USD;32.89;32,89;06/12/2020;06/12/2020;#N/D
1081621642200-01;540543;invoiced;USD;36.14;36,14;06/12/2020;06/12/2020;#N/D
1081633297605-01;540547;invoiced;USD;73.53;73,53;06/12/2020;06/12/2020;#N/D
1081771011353-01;540567;invoiced;USD;49.48;49,48;06/12/2020;06/12/2020;#N/D
1081822689734-01;540597;invoiced;USD;34.49;34,49;06/12/2020;06/12/2020;#N/D
1081841911849-01;540617;invoiced;USD;58.04;58,04;06/12/2020;06/12/2020;#N/D
1081783434709-01;540573;invoiced;USD;79.01;79,01;06/12/2020;06/12/2020;#N/D
1082041614189-01;540685;invoiced;USD;44.13;44,13;07/12/2020;07/12/2020;#N/D
1082032459480-01;540675;invoiced;USD;44.13;44,13;07/12/2020;07/12/2020;#N/D
1081840576296-01;540621;invoiced;USD;49.47;49,47;07/12/2020;07/12/2020;#N/D
1081872130175-01;540639;invoiced;USD;86.93;86,93;07/12/2020;07/12/2020;#N/D
1081850408489-01;540635;invoiced;USD;32.89;32,89;07/12/2020;07/12/2020;#N/D
1081893276963-01;540657;invoiced;USD;29.68;29,68;07/12/2020;07/12/2020;#N/D
1081892567536-01;540655;invoiced;USD;44.24;44,24;07/12/2020;07/12/2020;#N/D
1081881779488-01;540651;invoiced;USD;58.04;58,04;07/12/2020;07/12/2020;#N/D
1082071889994-01;540691;invoiced;USD;24.32;24,32;07/12/2020;07/12/2020;#N/D
1082082390639-01;540693;invoiced;USD;53.76;53,76;07/12/2020;07/12/2020;#N/D
1082031779964-01;540679;invoiced;USD;43.06;43,06;07/12/2020;07/12/2020;#N/D
1082011203798-01;540671;invoiced;USD;38.28;38,28;07/12/2020;07/12/2020;#N/D
1082051422162-01;540687;invoiced;USD;79.01;79,01;07/12/2020;07/12/2020;#N/D
1081851977284-01;540629;invoiced;USD;102.97;102,97;07/12/2020;07/12/2020;#N/D
1081852775586-01;540633;invoiced;USD;32.89;32,89;07/12/2020;07/12/2020;#N/D
1081852719708-01;540631;invoiced;USD;47.34;47,34;07/12/2020;07/12/2020;#N/D
1082013591241-01;540669;invoiced;USD;77.3;77,3;07/12/2020;07/12/2020;#N/D
1081973464058-01;540661;invoiced;USD;81.64;81,64;07/12/2020;07/12/2020;#N/D
1082001583943-01;540667;invoiced;USD;35.07;35,07;07/12/2020;07/12/2020;#N/D
1081971095089-01;540663;invoiced;USD;31.82;31,82;07/12/2020;07/12/2020;#N/D
1081991160045-01;540665;invoiced;USD;58.57;58,57;07/12/2020;07/12/2020;#N/D
1081873031564-01;540641;invoiced;USD;32.89;32,89;07/12/2020;07/12/2020;#N/D
1082060949640-01;540689;invoiced;USD;44.64;44,64;07/12/2020;07/12/2020;#N/D
1082020515225-01;540673;invoiced;USD;73.56;73,56;07/12/2020;07/12/2020;#N/D
1081891895935-01;540653;invoiced;USD;34.49;34,49;07/12/2020;07/12/2020;#N/D
1081882110299-01;540647;invoiced;USD;77.84;77,84;07/12/2020;07/12/2020;#N/D
1081871350805-01;540645;invoiced;USD;58.04;58,04;07/12/2020;07/12/2020;#N/D
1081873325616-01;540643;invoiced;USD;58.04;58,04;07/12/2020;07/12/2020;#N/D
1081840802940-01;540623;invoiced;USD;32.89;32,89;07/12/2020;07/12/2020;#N/D
1081841222691-01;540627;invoiced;USD;32.89;32,89;07/12/2020;07/12/2020;#N/D
1081872065968-01;540637;invoiced;USD;36.14;36,14;07/12/2020;07/12/2020;#N/D
1081891188757-01;540659;invoiced;USD;58.04;58,04;07/12/2020;07/12/2020;#N/D
1082042093152-01;540681;invoiced;USD;44.13;44,13;07/12/2020;07/12/2020;#N/D
1082031663517-01;540677;invoiced;USD;44.13;44,13;07/12/2020;07/12/2020;#N/D
1082262243820-01;540713;invoiced;USD;123.85;123,85;08/12/2020;08/12/2020;#N/D
1082091404718-01;540701;invoiced;USD;81.04;81,04;08/12/2020;08/12/2020;#N/D
1082112508479-01;540705;invoiced;USD;22.19;22,19;08/12/2020;08/12/2020;#N/D
1082300767483-01;540723;invoiced;USD;93.32;93,32;08/12/2020;08/12/2020;#N/D
1082311509458-01;540725;invoiced;USD;64.46;64,46;08/12/2020;08/12/2020;#N/D
1082093266842-01;540699;invoiced;USD;32.89;32,89;08/12/2020;08/12/2020;#N/D
1082092773041-01;540697;invoiced;USD;48.95;48,95;08/12/2020;08/12/2020;#N/D
1082262185586-01;540711;invoiced;USD;45.31;45,31;08/12/2020;08/12/2020;#N/D
1082142588993-01;540707;invoiced;USD;44.13;44,13;08/12/2020;08/12/2020;#N/D
1082243565250-01;540709;invoiced;USD;47.34;47,34;08/12/2020;08/12/2020;#N/D
1082271361532-01;540719;invoiced;USD;45.2;45,2;08/12/2020;08/12/2020;#N/D
1082272918210-01;540717;invoiced;USD;111.58;111,58;08/12/2020;08/12/2020;#N/D
1082282298632-01;540721;invoiced;USD;22.19;22,19;08/12/2020;08/12/2020;#N/D
1082532338970-01;540753;invoiced;USD;57.01;57,01;09/12/2020;09/12/2020;#N/D
1082503287758-01;540743;invoiced;USD;51.62;51,62;09/12/2020;09/12/2020;#N/D
1082500629696-01;540745;invoiced;USD;53.76;53,76;09/12/2020;09/12/2020;#N/D
1082471593900-01;540737;invoiced;USD;80.51;80,51;09/12/2020;09/12/2020;#N/D
1082512454916-01;540749;invoiced;USD;82.65;82,65;09/12/2020;09/12/2020;#N/D
1082331446254-01;540727;invoiced;USD;42.52;42,52;09/12/2020;09/12/2020;#N/D
1082372055932-01;540733;invoiced;USD;36.63;36,63;09/12/2020;09/12/2020;#N/D
1082353401321-01;540731;invoiced;USD;95.49;95,49;09/12/2020;09/12/2020;#N/D
1082340401772-01;540729;invoiced;USD;101.91;101,91;09/12/2020;09/12/2020;#N/D
1082493155726-01;540741;invoiced;USD;52.69;52,69;09/12/2020;09/12/2020;#N/D
1082461545442-01;540735;invoiced;USD;52.15;52,15;09/12/2020;09/12/2020;#N/D
1082520938023-01;540751;invoiced;USD;95.49;95,49;09/12/2020;09/12/2020;#N/D
1082550481364-01;540759;invoiced;USD;76.8;76,8;09/12/2020;09/12/2020;#N/D
1082542061758-01;540755;invoiced;USD;61.79;61,79;09/12/2020;09/12/2020;#N/D
1082550420518-01;540757;invoiced;USD;46.38;46,38;09/12/2020;09/12/2020;#N/D
1082791924947-01;540783;invoiced;USD;74.66;74,66;10/12/2020;10/12/2020;#N/D
1082650787793-01;540769;invoiced;USD;32.89;32,89;10/12/2020;10/12/2020;#N/D
1082602632233-01;540767;invoiced;USD;54.3;54,3;10/12/2020;10/12/2020;#N/D
1082713011618-01;540775;invoiced;USD;51.62;51,62;10/12/2020;10/12/2020;#N/D
1082773464335-01;540781;invoiced;USD;83.83;83,83;10/12/2020;10/12/2020;#N/D
1082752072601-01;540777;invoiced;USD;187.51;187,51;10/12/2020;10/12/2020;#N/D
1082701343200-01;540773;invoiced;USD;70.34;70,34;10/12/2020;10/12/2020;#N/D
1082591008006-01;540765;invoiced;USD;71.94;71,94;10/12/2020;10/12/2020;#N/D
1082590892629-01;540763;invoiced;USD;51.62;51,62;10/12/2020;10/12/2020;#N/D
1082702185142-01;540771;invoiced;USD;38.24;38,24;10/12/2020;10/12/2020;#N/D
1082573420611-01;540761;invoiced;USD;86.93;86,93;10/12/2020;10/12/2020;#N/D
1082950628248-01;540821;invoiced;USD;23.26;23,26;11/12/2020;11/12/2020;#N/D
1082951445563-01;540831;invoiced;USD;10.42;10,42;11/12/2020;11/12/2020;#N/D
1082951121774-01;540825;invoiced;USD;36.1;36,1;11/12/2020;11/12/2020;#N/D
1082951004890-01;540823;invoiced;USD;58.04;58,04;11/12/2020;11/12/2020;#N/D
1082971857994-01;540849;invoiced;USD;105.69;105,69;11/12/2020;11/12/2020;#N/D
1082971934195-01;540851;invoiced;USD;135.07;135,07;11/12/2020;11/12/2020;#N/D
1082972114604-01;540853;invoiced;USD;22.72;22,72;11/12/2020;11/12/2020;#N/D
1082972915167-01;540855;invoiced;USD;51.62;51,62;11/12/2020;11/12/2020;#N/D
1082970036504-01;540857;invoiced;USD;61.78;61,78;11/12/2020;11/12/2020;#N/D
1082953263330-01;540811;invoiced;USD;88.54;88,54;11/12/2020;11/12/2020;#N/D
1082952999176-01;540807;invoiced;USD;88.64;88,64;11/12/2020;11/12/2020;#N/D
1082952663618-01;540805;invoiced;USD;57.51;57,51;11/12/2020;11/12/2020;#N/D
1082942754918-01;540795;invoiced;USD;82.64;82,64;11/12/2020;11/12/2020;#N/D
1082940732626-01;540803;invoiced;USD;45.2;45,2;11/12/2020;11/12/2020;#N/D
1082950355655-01;540815;invoiced;USD;45.31;45,31;11/12/2020;11/12/2020;#N/D
1082950503837-01;540817;invoiced;USD;32.36;32,36;11/12/2020;11/12/2020;#N/D
1083010563968-01;540901;invoiced;USD;40.38;40,38;11/12/2020;11/12/2020;#N/D
1083033104856-01;540925;invoiced;USD;73.59;73,59;11/12/2020;11/12/2020;#N/D
1082962442815-01;540835;invoiced;USD;16.84;16,84;11/12/2020;11/12/2020;#N/D
1082962108774-01;540833;invoiced;USD;90.14;90,14;11/12/2020;11/12/2020;#N/D
1082960543284-01;540841;invoiced;USD;78.37;78,37;11/12/2020;11/12/2020;#N/D
1082990092724-01;540881;invoiced;USD;21.12;21,12;11/12/2020;11/12/2020;#N/D
1082990610453-01;540883;invoiced;USD;48.41;48,41;11/12/2020;11/12/2020;#N/D
1082980116336-01;540869;invoiced;USD;21.12;21,12;11/12/2020;11/12/2020;#N/D
1082983249075-01;540867;invoiced;USD;23.26;23,26;11/12/2020;11/12/2020;#N/D
1082983034553-01;540865;invoiced;USD;83.72;83,72;11/12/2020;11/12/2020;#N/D
1082982631015-01;540863;invoiced;USD;73.66;73,66;11/12/2020;11/12/2020;#N/D
1083012135213-01;540893;invoiced;USD;38.24;38,24;11/12/2020;11/12/2020;#N/D
1083001577642-01;540889;invoiced;USD;36.1;36,1;11/12/2020;11/12/2020;#N/D
1083012434634-01;540895;invoiced;USD;36.1;36,1;11/12/2020;11/12/2020;#N/D
1083032697161-01;540919;invoiced;USD;63.92;63,92;11/12/2020;11/12/2020;#N/D
1083030067985-01;540929;invoiced;USD;90.67;90,67;11/12/2020;11/12/2020;#N/D
1083033232122-01;540927;invoiced;USD;45.2;45,2;11/12/2020;11/12/2020;#N/D
1083021233023-01;540915;invoiced;USD;51.73;51,73;11/12/2020;11/12/2020;#N/D
1083011204400-01;540905;invoiced;USD;32.93;32,93;11/12/2020;11/12/2020;#N/D
1083010624068-01;540903;invoiced;USD;55.37;55,37;11/12/2020;11/12/2020;#N/D
1083011555429-01;540907;invoiced;USD;96.56;96,56;11/12/2020;11/12/2020;#N/D
1082951341451-01;540829;invoiced;USD;141;141;11/12/2020;11/12/2020;#N/D
1082960021251-01;540839;invoiced;USD;16.84;16,84;11/12/2020;11/12/2020;#N/D
1082963503527-01;540837;invoiced;USD;44.24;44,24;11/12/2020;11/12/2020;#N/D
1082970569528-01;540859;invoiced;USD;96.03;96,03;11/12/2020;11/12/2020;#N/D
1082961280700-01;540843;invoiced;USD;130.8;130,8;11/12/2020;11/12/2020;#N/D
1082961444082-01;540845;invoiced;USD;21.12;21,12;11/12/2020;11/12/2020;#N/D
1082961661012-01;540847;invoiced;USD;70.99;70,99;11/12/2020;11/12/2020;#N/D
1083021803006-01;540909;invoiced;USD;43.06;43,06;11/12/2020;11/12/2020;#N/D
1083013025835-01;540897;invoiced;USD;228.28;228,28;11/12/2020;11/12/2020;#N/D
1083032839616-01;540923;invoiced;USD;102.44;102,44;11/12/2020;11/12/2020;#N/D
1083032765209-01;540921;invoiced;USD;16.84;16,84;11/12/2020;11/12/2020;#N/D
1083030550660-01;540931;invoiced;USD;43.06;43,06;11/12/2020;11/12/2020;#N/D
1083042229625-01;540933;invoiced;USD;16.84;16,84;11/12/2020;11/12/2020;#N/D
1083042692400-01;540935;invoiced;USD;21.12;21,12;11/12/2020;11/12/2020;#N/D
1082953444892-01;540813;invoiced;USD;43.59;43,59;11/12/2020;11/12/2020;#N/D
1082940694912-01;540801;invoiced;USD;58.15;58,15;11/12/2020;11/12/2020;#N/D
1082940316096-01;540799;invoiced;USD;91.77;91,77;11/12/2020;11/12/2020;#N/D
1082953237027-01;540809;invoiced;USD;54.83;54,83;11/12/2020;11/12/2020;#N/D
1082842115088-01;540787;invoiced;USD;147.39;147,39;11/12/2020;11/12/2020;#N/D
1082930837771-01;540789;invoiced;USD;14.7;14,7;11/12/2020;11/12/2020;#N/D
1082931143969-01;540791;invoiced;USD;27.54;27,54;11/12/2020;11/12/2020;#N/D
1082822085611-01;540785;invoiced;USD;50.55;50,55;11/12/2020;11/12/2020;#N/D
1082942637968-01;540793;invoiced;USD;59.64;59,64;11/12/2020;11/12/2020;#N/D
1082950521788-01;540819;invoiced;USD;63.93;63,93;11/12/2020;11/12/2020;#N/D
1083001228575-01;540887;invoiced;USD;113.14;113,14;11/12/2020;11/12/2020;#N/D
1083002775528-01;540885;invoiced;USD;58.04;58,04;11/12/2020;11/12/2020;#N/D
1083013068352-01;540899;invoiced;USD;65.52;65,52;11/12/2020;11/12/2020;#N/D
1082993152898-01;540879;invoiced;USD;29.68;29,68;11/12/2020;11/12/2020;#N/D
1082992390644-01;540875;invoiced;USD;32.93;32,93;11/12/2020;11/12/2020;#N/D
1082992553558-01;540877;invoiced;USD;43.06;43,06;11/12/2020;11/12/2020;#N/D
1082981886408-01;540861;invoiced;USD;77.3;77,3;11/12/2020;11/12/2020;#N/D
1082980118814-01;540871;invoiced;USD;121.8;121,8;11/12/2020;11/12/2020;#N/D
1083191283801-01;541097;invoiced;USD;85.86;85,86;12/12/2020;12/12/2020;#N/D
1083190167961-01;541087;invoiced;USD;23.26;23,26;12/12/2020;12/12/2020;#N/D
1083210179761-01;541121;invoiced;USD;23.26;23,26;12/12/2020;12/12/2020;#N/D
1083201037833-01;541113;invoiced;USD;47.88;47,88;12/12/2020;12/12/2020;#N/D
1083212794515-01;541119;invoiced;USD;27.53;27,53;12/12/2020;12/12/2020;#N/D
