OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;
1086530944204-01;542668;invoiced;USD;69.81;69,81;26/12/2020;26/12/2020;#N/D
1086541974625-01;542670;invoiced;USD;114.24;114,24;26/12/2020;26/12/2020;#N/D
1086412365686-01;542662;invoiced;USD;47.98;47,98;26/12/2020;26/12/2020;#N/D
1086582989742-01;542684;invoiced;USD;48.41;48,41;26/12/2020;26/12/2020;#N/D
1086560579576-01;542676;invoiced;USD;41.98;41,98;26/12/2020;26/12/2020;#N/D
1086603057931-01;542700;invoiced;USD;49.48;49,48;26/12/2020;26/12/2020;#N/D
1086590679193-01;542692;invoiced;USD;67.67;67,67;26/12/2020;26/12/2020;#N/D
1086602188612-01;542694;invoiced;USD;28.61;28,61;26/12/2020;26/12/2020;#N/D
1086602684294-01;542696;invoiced;USD;124.91;124,91;26/12/2020;26/12/2020;#N/D
1086641883105-01;542718;invoiced;USD;43.63;43,63;26/12/2020;26/12/2020;#N/D
1086623558383-01;542710;invoiced;USD;60.18;60,18;26/12/2020;26/12/2020;#N/D
1086632787190-01;542714;invoiced;USD;21.12;21,12;26/12/2020;26/12/2020;#N/D
1086562427507-01;542674;invoiced;USD;40.38;40,38;26/12/2020;26/12/2020;#N/D
1086561715965-01;542680;invoiced;USD;61.89;61,89;26/12/2020;26/12/2020;#N/D
1086553363638-01;542672;invoiced;USD;51.09;51,09;26/12/2020;26/12/2020;#N/D
1086583081104-01;542686;invoiced;USD;38.24;38,24;26/12/2020;26/12/2020;#N/D
1086592362521-01;542690;invoiced;USD;64.46;64,46;26/12/2020;26/12/2020;#N/D
1086581442074-01;542688;invoiced;USD;45.2;45,2;26/12/2020;26/12/2020;#N/D
1086442320017-01;542666;invoiced;USD;64.57;64,57;26/12/2020;26/12/2020;#N/D
1086601321585-01;542706;invoiced;USD;38.82;38,82;26/12/2020;26/12/2020;#N/D
1086601350633-01;542708;invoiced;USD;49.91;49,91;26/12/2020;26/12/2020;#N/D
1086631915419-01;542712;invoiced;USD;46.06;46,06;26/12/2020;26/12/2020;#N/D
1086863203447-01;542758;invoiced;USD;48.41;48,41;27/12/2020;27/12/2020;#N/D
1086851481805-01;542756;invoiced;USD;31.29;31,29;27/12/2020;27/12/2020;#N/D
1086851302567-01;542754;invoiced;USD;31.29;31,29;27/12/2020;27/12/2020;#N/D
1086803107679-01;542742;invoiced;USD;35.03;35,03;27/12/2020;27/12/2020;#N/D
1086842883619-01;542750;invoiced;USD;33.53;33,53;27/12/2020;27/12/2020;#N/D
1086812791746-01;542744;invoiced;USD;24.33;24,33;27/12/2020;27/12/2020;#N/D
1086651174017-01;542724;invoiced;USD;76.23;76,23;27/12/2020;27/12/2020;#N/D
1086673389403-01;542726;invoiced;USD;63.38;63,38;27/12/2020;27/12/2020;#N/D
1086653353603-01;542722;invoiced;USD;22.19;22,19;27/12/2020;27/12/2020;#N/D
1086652450963-01;542720;invoiced;USD;26.51;26,51;27/12/2020;27/12/2020;#N/D
1086852296718-01;542752;invoiced;USD;30.86;30,86;27/12/2020;27/12/2020;#N/D
1086870951549-01;542760;invoiced;USD;36.1;36,1;27/12/2020;27/12/2020;#N/D
1086671090541-01;542728;invoiced;USD;29.15;29,15;27/12/2020;27/12/2020;#N/D
1086791659222-01;542740;invoiced;USD;55.89;55,89;27/12/2020;27/12/2020;#N/D
1087040887533-01;542786;invoiced;USD;24.12;24,12;28/12/2020;28/12/2020;#N/D
1087051905433-01;542790;invoiced;USD;48.41;48,41;28/12/2020;28/12/2020;#N/D
1087043573771-01;542782;invoiced;USD;46.27;46,27;28/12/2020;28/12/2020;#N/D
1087062343787-01;542792;invoiced;USD;40.38;40,38;28/12/2020;28/12/2020;#N/D
1087071486692-01;542806;invoiced;USD;40.38;40,38;28/12/2020;28/12/2020;#N/D
1087043114676-01;542780;invoiced;USD;107.9;107,9;28/12/2020;28/12/2020;#N/D
1087010956435-01;542778;invoiced;USD;111.54;111,54;28/12/2020;28/12/2020;#N/D
1086933014409-01;542772;invoiced;USD;35.03;35,03;28/12/2020;28/12/2020;#N/D
1086900157306-01;542768;invoiced;USD;45.73;45,73;28/12/2020;28/12/2020;#N/D
1087123196588-01;542822;invoiced;USD;33.53;33,53;28/12/2020;28/12/2020;#N/D
1087092686557-01;542808;invoiced;USD;70.99;70,99;28/12/2020;28/12/2020;#N/D
1087122972446-01;542820;invoiced;USD;83.71;83,71;28/12/2020;28/12/2020;#N/D
1087122666549-01;542818;invoiced;USD;32.25;32,25;28/12/2020;28/12/2020;#N/D
1087103196233-01;542812;invoiced;USD;96.71;96,71;28/12/2020;28/12/2020;#N/D
1087101982742-01;542810;invoiced;USD;40.38;40,38;28/12/2020;28/12/2020;#N/D
1087040448695-01;542784;invoiced;USD;93.35;93,35;28/12/2020;28/12/2020;#N/D
1087041635505-01;542788;invoiced;USD;45.24;45,24;28/12/2020;28/12/2020;#N/D
1087073378263-01;542804;invoiced;USD;56.97;56,97;28/12/2020;28/12/2020;#N/D
1087073287776-01;542802;invoiced;USD;54.3;54,3;28/12/2020;28/12/2020;#N/D
1087072652528-01;542800;invoiced;USD;123.31;123,31;28/12/2020;28/12/2020;#N/D
1087060404374-01;542798;invoiced;USD;157.12;157,12;28/12/2020;28/12/2020;#N/D
1087062439386-01;542794;invoiced;USD;41.98;41,98;28/12/2020;28/12/2020;#N/D
1087060128669-01;542796;invoiced;USD;36.1;36,1;28/12/2020;28/12/2020;#N/D
1086912167196-01;542770;invoiced;USD;104.6;104,6;28/12/2020;28/12/2020;#N/D
1086952945486-01;542776;invoiced;USD;90.68;90,68;28/12/2020;28/12/2020;#N/D
1086890914698-01;542762;invoiced;USD;22.19;22,19;28/12/2020;28/12/2020;#N/D
1086891283995-01;542764;invoiced;USD;54.83;54,83;28/12/2020;28/12/2020;#N/D
1087113036396-01;542814;invoiced;USD;70.88;70,88;28/12/2020;28/12/2020;#N/D
1087290591406-01;542866;invoiced;USD;60.7;60,7;29/12/2020;29/12/2020;#N/D
1087292256510-01;542858;invoiced;USD;19.51;19,51;29/12/2020;29/12/2020;#N/D
1087290116015-01;542864;invoiced;USD;24.33;24,33;29/12/2020;29/12/2020;#N/D
1087312409675-01;542876;invoiced;USD;45.74;45,74;29/12/2020;29/12/2020;#N/D
1087300048732-01;542870;invoiced;USD;38.24;38,24;29/12/2020;29/12/2020;#N/D
1087311053755-01;542878;invoiced;USD;44.66;44,66;29/12/2020;29/12/2020;#N/D
1087340984460-01;542894;invoiced;USD;49.48;49,48;29/12/2020;29/12/2020;#N/D
1087342370541-01;542890;invoiced;USD;24.33;24,33;29/12/2020;29/12/2020;#N/D
1087330485452-01;542886;invoiced;USD;147.37;147,37;29/12/2020;29/12/2020;#N/D
1087141920584-01;542824;invoiced;USD;22.19;22,19;29/12/2020;29/12/2020;#N/D
1087182316997-01;542838;invoiced;USD;21.55;21,55;29/12/2020;29/12/2020;#N/D
1087181504164-01;542840;invoiced;USD;61.78;61,78;29/12/2020;29/12/2020;#N/D
1087163234732-01;542832;invoiced;USD;78.36;78,36;29/12/2020;29/12/2020;#N/D
1087243485026-01;542842;invoiced;USD;34.5;34,5;29/12/2020;29/12/2020;#N/D
1087273238758-01;542852;invoiced;USD;48.95;48,95;29/12/2020;29/12/2020;#N/D
1087300602456-01;542872;invoiced;USD;22.19;22,19;29/12/2020;29/12/2020;#N/D
1087312221922-01;542874;invoiced;USD;47.98;47,98;29/12/2020;29/12/2020;#N/D
1087150294179-01;542830;invoiced;USD;30.86;30,86;29/12/2020;29/12/2020;#N/D
1087142801240-01;542828;invoiced;USD;42.63;42,63;29/12/2020;29/12/2020;#N/D
1087272341237-01;542846;invoiced;USD;84.9;84,9;29/12/2020;29/12/2020;#N/D
1087263429205-01;542844;invoiced;USD;47.34;47,34;29/12/2020;29/12/2020;#N/D
1087272863155-01;542850;invoiced;USD;36.1;36,1;29/12/2020;29/12/2020;#N/D
1087160616913-01;542834;invoiced;USD;22.19;22,19;29/12/2020;29/12/2020;#N/D
1087272661998-01;542848;invoiced;USD;21.55;21,55;29/12/2020;29/12/2020;#N/D
1087270154740-01;542854;invoiced;USD;44.67;44,67;29/12/2020;29/12/2020;#N/D
1087271778891-01;542856;invoiced;USD;37.17;37,17;29/12/2020;29/12/2020;#N/D
1087321702141-01;542880;invoiced;USD;81.58;81,58;29/12/2020;29/12/2020;#N/D
1087332424773-01;542882;invoiced;USD;23.14;23,14;29/12/2020;29/12/2020;#N/D
1087341221847-01;542896;invoiced;USD;40.38;40,38;29/12/2020;29/12/2020;#N/D
1087351391528-01;542898;invoiced;USD;39.31;39,31;29/12/2020;29/12/2020;#N/D
1087361990837-01;542900;invoiced;USD;44.66;44,66;29/12/2020;29/12/2020;#N/D
1087362526316-01;542904;invoiced;USD;18.98;18,98;29/12/2020;29/12/2020;#N/D
1087573104492-01;542942;invoiced;USD;53.75;53,75;30/12/2020;30/12/2020;#N/D
1087552203117-01;542940;invoiced;USD;44.13;44,13;30/12/2020;30/12/2020;#N/D
1087360949556-01;542908;invoiced;USD;60.71;60,71;30/12/2020;30/12/2020;#N/D
1087371877409-01;542910;invoiced;USD;43.63;43,63;30/12/2020;30/12/2020;#N/D
1087370872807-01;542914;invoiced;USD;24.97;24,97;30/12/2020;30/12/2020;#N/D
1087380063578-01;542916;invoiced;USD;35.03;35,03;30/12/2020;30/12/2020;#N/D
1087493413802-01;542930;invoiced;USD;84.25;84,25;30/12/2020;30/12/2020;#N/D
1087412305760-01;542922;invoiced;USD;22.19;22,19;30/12/2020;30/12/2020;#N/D
1087392387370-01;542918;invoiced;USD;84.29;84,29;30/12/2020;30/12/2020;#N/D
1087533387806-01;542932;invoiced;USD;40.96;40,96;30/12/2020;30/12/2020;#N/D
1087543087672-01;542934;invoiced;USD;83.72;83,72;30/12/2020;30/12/2020;#N/D
1087360861045-01;542906;invoiced;USD;64.99;64,99;30/12/2020;30/12/2020;#N/D
1087580008920-01;542944;invoiced;USD;42.52;42,52;30/12/2020;30/12/2020;#N/D
1087591105066-01;542946;invoiced;USD;64.24;64,24;30/12/2020;30/12/2020;#N/D
1087591612849-01;542948;invoiced;USD;45.2;45,2;30/12/2020;30/12/2020;#N/D
1087540251631-01;542936;invoiced;USD;65.21;65,21;30/12/2020;30/12/2020;#N/D
1087541118697-01;542938;invoiced;USD;84.79;84,79;30/12/2020;30/12/2020;#N/D
1087372257117-01;542912;invoiced;USD;55.9;55,9;30/12/2020;30/12/2020;#N/D
1087472007530-01;542926;invoiced;USD;62;62;30/12/2020;30/12/2020;#N/D
1087390551636-01;542920;invoiced;USD;66.28;66,28;30/12/2020;30/12/2020;#N/D
1087760997970-01;542976;invoiced;USD;35.03;35,03;31/12/2020;31/12/2020;#N/D
1087761561980-01;542978;invoiced;USD;119.55;119,55;31/12/2020;31/12/2020;#N/D
1087813424800-01;542988;handling;USD;22.19;22,19;31/12/2020;31/12/2020;#N/D
1087822763667-01;542990;handling;USD;23.79;23,79;31/12/2020;31/12/2020;#N/D
1087782572093-01;542982;invoiced;USD;55.36;55,36;31/12/2020;31/12/2020;#N/D
1087613206665-01;542954;invoiced;USD;54.83;54,83;31/12/2020;31/12/2020;#N/D
1087641554716-01;542960;invoiced;USD;117;117;31/12/2020;31/12/2020;#N/D
1087600245635-01;542950;invoiced;USD;59.33;59,33;31/12/2020;31/12/2020;#N/D
1087750511397-01;542970;invoiced;USD;63.92;63,92;31/12/2020;31/12/2020;#N/D
1087753474653-01;542966;invoiced;USD;114.75;114,75;31/12/2020;31/12/2020;#N/D
1087612463478-01;542952;invoiced;USD;41.49;41,49;31/12/2020;31/12/2020;#N/D
1087620597144-01;542958;invoiced;USD;61.25;61,25;31/12/2020;31/12/2020;#N/D
1087740855746-01;542964;invoiced;USD;21.12;21,12;31/12/2020;31/12/2020;#N/D
1087800225917-01;542984;handling;USD;43.06;43,06;31/12/2020;31/12/2020;#N/D
1087811927655-01;542986;handling;USD;29.68;29,68;31/12/2020;31/12/2020;#N/D
1087721020011-01;542962;invoiced;USD;22.19;22,19;31/12/2020;31/12/2020;#N/D
1087763127768-01;542974;invoiced;USD;56.97;56,97;31/12/2020;31/12/2020;#N/D
1087751729561-01;542972;invoiced;USD;35.67;35,67;31/12/2020;31/12/2020;#N/D
1087782411712-01;542980;invoiced;USD;39.35;39,35;31/12/2020;31/12/2020;#N/D
