Account;OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;IsInStore;IsB2B;IsCallCenter;IsCertifiedMarketplace;IsCertifiedSeller;IsB2C;ExternalMarketplaceName;InternalMarketplaceAccount;MarketplaceOrderId;InternalCertifiedSellerAccount;SellerOrderId;Type
bathbodygt;1105310794627-01;523386;invoiced;GTQ;186.8;186,8;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1103310189719-01;522496;invoiced;GTQ;342.6;342,6;2021-01-14;2021-01-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107400501821-01;524736;handling;GTQ;343;343;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102152136569-01;522126;invoiced;GTQ;349.2;349,2;2021-01-09;2021-01-09;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107410465613-01;524750;handling;GTQ;314.5;314,5;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104740378888-01;523044;invoiced;GTQ;253;253;2021-01-20;2021-01-20;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102113119450-01;522104;invoiced;GTQ;314.8;314,8;2021-01-09;2021-01-09;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104741288625-01;523046;invoiced;GTQ;202;202;2021-01-20;2021-01-20;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102091670134-01;522102;invoiced;GTQ;286;286;2021-01-09;2021-01-09;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102193201080-01;522142;invoiced;GTQ;228.8;228,8;2021-01-10;2021-01-10;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104740260130-01;523042;invoiced;GTQ;330;330;2021-01-20;2021-01-20;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104472390203-01;522880;payment-approved;GTQ;676;676;2021-01-19;2021-01-19;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102182007812-01;522140;invoiced;GTQ;270.4;270,4;2021-01-10;2021-01-10;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102212495273-01;522152;invoiced;GTQ;1388;1388;2021-01-10;2021-01-10;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104470671561-01;522884;payment-approved;GTQ;462;462;2021-01-19;2021-01-19;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102202651057-01;522146;invoiced;GTQ;298;298;2021-01-10;2021-01-10;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104483018402-01;522894;invoiced;GTQ;254.4;254,4;2021-01-19;2021-01-19;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104473031088-01;522882;invoiced;GTQ;375;375;2021-01-19;2021-01-19;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1102190945967-01;522144;invoiced;GTQ;185.6;185,6;2021-01-10;2021-01-10;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104370566458-01;522866;invoiced;GTQ;624.7;624,7;2021-01-19;2021-01-19;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1103550569475-01;522550;invoiced;GTQ;272;272;2021-01-15;2021-01-15;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104493031733-01;522900;invoiced;GTQ;359.1;359,1;2021-01-19;2021-01-19;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1103530106021-01;522544;invoiced;GTQ;192;192;2021-01-15;2021-01-15;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1104972134975-01;523152;invoiced;GTQ;269.5;269,5;2021-01-21;2021-01-21;False;False;False;False;False;True;;;;;;B2C
